Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,II,Bulbophyllum facetum,,Orchidales,Orchidaceae,Bulbophyllum,TH,PH,,,102.0,live,,T,A
2016,II,Meiracyllium spp.,,Orchidales,Orchidaceae,Meiracyllium,DE,MX,,50.0,,live,,T,A
2016,II,Plerogyra sinuosa,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,US,MY,,,20.0,raw corals,,T,W
2016,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,US,GY,,,7.0,specimens,ml,T,W
2016,II,Euphorbia antisyphilitica,,Euphorbiales,Euphorbiaceae,Euphorbia,VN,JP,MX,,2740.0,wax,g,T,W
2016,I,Laelia jongheana,,Orchidales,Orchidaceae,Laelia,US,DE,,6.0,6.0,live,,T,D
2016,II,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,FR,ID,,350.0,262.0,live,,T,W
2016,II,Troides helena,Insecta,Lepidoptera,Papilionidae,Troides,CN,ID,,171.0,,specimens,,T,F
2016,II,Cleistocactus spp.,,Caryophyllales,Cactaceae,Cleistocactus,SA,NL,,,419.0,live,,,A
2016,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,CA,US,,,182.0,specimens,,M,F
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HK,SG,US,,1.0,jewellery,,T,W
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CN,DE,ID,,1.0,leather products (small),,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,DE,VN,7.0,,leather products (small),,P,C
2016,II,Halomitra pileus,Anthozoa,Scleractinia,Fungiidae,Halomitra,AE,IT,SB,,4.0,raw corals,,T,W
2016,II,Cattleya spp.,,Orchidales,Orchidaceae,Cattleya,HK,NL,,,52.0,live,,,A
2016,II,Polaskia chichipe,,Caryophyllales,Cactaceae,Polaskia,ZW,NL,,,40.0,live,,,A
2016,II,Coelogyne viscosa,,Orchidales,Orchidaceae,Coelogyne,DE,TW,,30.0,,live,,T,A
2016,II,Stenocereus dumortieri,,Caryophyllales,Cactaceae,Stenocereus,TH,CN,,,10.0,live,,T,A
2016,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,LY,IT,US,,40.0,specimens,,T,F
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,UZ,AE,US,,13.0,live,,P,D
2016,II,Favites spp.,Anthozoa,Scleractinia,Faviidae,Favites,GB,FJ,,122.0,,live,,T,W
2016,II,Chondroscaphe spp.,,Orchidales,Orchidaceae,Chondroscaphe,FR,EC,,4.0,,live,,T,A
2016,II,Euphorbia horrida,,Euphorbiales,Euphorbiaceae,Euphorbia,IL,NL,,,80.0,live,,,A
2016,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,HK,IT,AR,6.0,,leather products (small),,T,W
2016,I,Grus vipio,Aves,Gruiformes,Gruidae,Grus,QA,AE,NL,,1.0,live,,T,C
2016,II,Scolymia vitiensis,Anthozoa,Scleractinia,Mussidae,Scolymia,CN,ID,,,21.0,live,,T,W
2016,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,XX,HK,CO,,2.0,leather products (small),,T,C
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,MY,ID,,18.0,,raw corals,,T,C
2016,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,AU,,20.0,,raw corals,,T,W
2016,II,Phyllobates vittatus,Amphibia,Anura,Dendrobatidae,Phyllobates,TR,DE,,,15.0,live,,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,MG,,500.0,500.0,skins,,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,HK,ZM,,1.0,leather products (small),,T,R
2016,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,US,TC,,27.5,,meat,kg,P,I
2016,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,FR,MY,,10.0,,oil,l,T,W
2016,I,Sclerocactus brevihamatus tobuschii,,Caryophyllales,Cactaceae,Sclerocactus,CH,DE,,,1.0,live,,T,D
2016,II,Caulastraea spp.,Anthozoa,Scleractinia,Faviidae,Caulastraea,RO,ID,,,20.0,live,,T,W
2016,II,Naja sputatrix,Reptilia,Serpentes,Elapidae,Naja,DE,MX,ID,50.0,,leather products (small),,T,W
2016,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,XX,GL,,,5.0,carvings,,P,W
2016,II,Lepismium spp.,,Caryophyllales,Cactaceae,Lepismium,AE,NL,,16.0,,live,,T,A
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NO,,32.0,,meat,,P,I
2016,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CH,BE,,,23.0,live,,T,A
2016,II,Lobophyllia hemprichii,Anthozoa,Scleractinia,Mussidae,Lobophyllia,US,ID,,20.0,,live,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BY,IT,ZW,,10.0,garments,,T,R
2016,II,Sarracenia psittacina,,Nepenthales,Sarraceniaceae,Sarracenia,XX,NL,,,42.0,live,,,A
2016,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,UA,AR,,,398.0,skins,,T,W
2016,II,Miltonia spp.,,Orchidales,Orchidaceae,Miltonia,DE,BR,,6.0,,live,,T,A
2016,II,Goniopora spp.,Anthozoa,Scleractinia,Poritidae,Goniopora,US,MH,FM,170.0,,live,,T,C
2016,II,Dendrobium albosanguineum,,Orchidales,Orchidaceae,Dendrobium,IN,TH,,5.0,,roots,,T,A
2016,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,RU,FI,,,1.0,trophies,,H,W
2016,II,Gonystylus spp.,,Myrtales,Thymelaeaceae,Gonystylus,AE,IT,MY,,0.304,timber,m3,T,W
2016,II,Eguchipsammia fistula,Anthozoa,Scleractinia,Dendrophylliidae,Eguchipsammia,LB,ID,,,17.0,live,,T,W
2016,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,AE,DK,BR,,2.0,carvings,,T,O
2016,II,Cereus spp.,,Caryophyllales,Cactaceae,Cereus,MQ,NL,,,289.0,live,,,A
2016,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,JP,ES,MG,0.494,,wood product,m3,T,O
2016,II,Promenaea spp.,,Orchidales,Orchidaceae,Promenaea,DE,EC,,37.0,,live,,T,A
2016,II,Opuntia spp.,,Caryophyllales,Cactaceae,Opuntia,UA,NL,,,794.0,live,,,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,MO,US,,72.0,leather products (small),,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AU,FR,ZW,,11.0,skin pieces,,T,R
2016,II,Cephalocereus senilis,,Caryophyllales,Cactaceae,Cephalocereus,TR,NL,,,400.0,live,,,A
2016,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,CA,US,TD,,17.0,leather products (small),,T,W
2016,II,Cervus elaphus bactrianus,Mammalia,Artiodactyla,Cervidae,Cervus,IL,EE,,,12.0,specimens,,S,C
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,CR,US,ID,,3.0,live,,T,F
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JO,IT,US,,20.0,leather products (small),,T,C
2016,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,548.0,tusks,kg,H,W
2016,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,ID,,284.0,1770.0,live,,T,W
2016,II,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,RS,NL,,,305.0,live,,,A
2016,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CH,CO,2.0,,leather products (large),,T,C
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,US,GB,ID,,1.0,leather products (small),,T,C
2016,II,Lobophyllia spp.,Anthozoa,Scleractinia,Mussidae,Lobophyllia,SG,ID,,387.0,252.0,live,,T,F
2016,II,Hydnophora exesa,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NZ,FJ,,100.0,,raw corals,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,IT,ZA,439.5,440.0,leather products (small),,T,C
2016,I,Strigops habroptila,Aves,Psittaciformes,Psittacidae,Strigops,BR,NZ,,,15.0,feathers,,E,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,JP,VN,,32.0,skins,,T,D
2016,II,Galaxea astreata,Anthozoa,Scleractinia,Oculinidae,Galaxea,JP,ID,,156.0,,raw corals,,T,W
2016,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,HK,FR,US,1.076,7.229,caviar,kg,T,F
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,SG,XX,,1.0,trophies,,Q,O
2016,N,Enhydris bocourti,Reptilia,Serpentes,Colubridae,Enhydris,IT,CH,,440.0,,skins,,,
2016,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,CN,IT,AR,9.0,2151.0,skins,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,TW,IT,VN,,14.0,leather products (small),,P,C
2016,II,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,DE,AR,,,6.0,skins,kg,T,R
2016,II,Plerogyra turbida,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,ZA,ID,,,380.0,live,,T,W
2016,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,MY,GY,,,26.0,live,,T,W
2016,II,Masdevallia davisii,,Orchidales,Orchidaceae,Masdevallia,DO,NL,,,12.0,live,,,A
2016,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,MY,MZ,ZA,12.0,,live,,T,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RS,NL,US,4.0,2.0,leather products (small),,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,KG,IT,VN,,12.0,leather products (small),,T,C
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CN,US,CN,,43.2,specimens,mg,M,C
2016,III,Corallium elatius,Anthozoa,Gorgonacea,Coralliidae,Corallium,US,CH,JP,2.0,,carvings,,T,W
2016,II,Cereus hildmannianus,,Caryophyllales,Cactaceae,Cereus,UZ,NL,,,6.0,live,,,A
2016,II,Leiopython albertisii,Reptilia,Serpentes,Pythonidae,Leiopython,CA,ID,,,25.0,live,,T,C
2016,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,NO,NL,,,116.0,live,,,A
2016,N,Pterapogon kauderni,Actinopteri,Perciformes,Apogonidae,Pterapogon,PL,ID,,304.0,,live,,,
2016,II,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KZ,DE,,,0.125,caviar,kg,T,C
2016,II,Pionus maximiliani,Aves,Psittaciformes,Psittacidae,Pionus,BH,US,,1.0,,live,,P,F
2016,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,OM,ID,,,31.0,live,,T,C
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,PG,105.0,,skins,,T,W
2016,II,Diploastrea heliopora,Anthozoa,Scleractinia,Faviidae,Diploastrea,DK,ID,,30.0,40.0,live,,T,F
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,ZA,,2.0,leather products (small),,P,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,VN,DE,ZW,,1.0,leather products (small),,T,C
2016,II,Uromastyx princeps,Reptilia,Sauria,Agamidae,Uromastyx,US,DK,,2.0,,live,,T,C
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,QA,AE,CZ,,15.0,live,,T,C
2016,II,Cycas revoluta,,Cycadales,Cycadaceae,Cycas,CH,DE,HN,,416.0,live,,T,A
2016,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,TW,BE,SD,,2.0,leather products (small),,,
2016,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,TT,JM,,50.0,,specimens,cm3,S,I
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KZ,DE,US,,1.0,leather products (small),,T,W
2016,II,Restrepia echo,,Orchidales,Orchidaceae,Restrepia,DE,CO,,1.0,,live,,T,A
2016,II,Lama guanicoe,Mammalia,Artiodactyla,Camelidae,Lama,DE,PE,,3.0,,garments,,T,W
2016,II,Catalaphyllia jardinei,Anthozoa,Scleractinia,Caryophylliidae,Catalaphyllia,CR,US,AU,,38.0,live,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MX,IT,ZA,,23.0,skin pieces,kg,T,C
2016,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,AR,BR,,146.608,,sawn wood,m3,T,W
2016,II,Troides vandepolli,Insecta,Lepidoptera,Papilionidae,Troides,CN,ID,,6.0,,specimens,,T,F
2016,II,Echinopora spp.,Anthozoa,Scleractinia,Faviidae,Echinopora,UA,ID,,,35.0,live,,T,F
2016,II,Cattleya forbesii,,Orchidales,Orchidaceae,Cattleya,AE,NL,,,28.0,live,,,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,ES,US,,617.0,skins,,T,W
2016,II,Euphorbia antisyphilitica,,Euphorbiales,Euphorbiaceae,Euphorbia,MY,US,MX,,66.0,wax,g,T,W
2016,II,Holcoglossum spp.,,Orchidales,Orchidaceae,Holcoglossum,ID,DE,,,5.0,live,,T,A
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VA,DE,IT,,0.004,extract,g,T,C
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,US,ES,MU,71.0,234.0,specimens,ml,M,F
2016,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,ES,ZA,,7.0,,trophies,,H,W
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UA,IT,LA,,1.0,garments,,T,C
2016,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,CL,BE,,4.0,,live,,T,C
2016,II,Hippocampus spinosissimus,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,JP,HK,TH,,30.0,bodies,kg,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,RU,IT,MY,,3.0,leather products (small),,P,W
2016,II,Acropora tizardi,Anthozoa,Scleractinia,Acroporidae,Acropora,US,FJ,,47.0,,live,,T,W
2016,II,Huso dauricus x acipenser schrenckii,Actinopteri,Acipenseriformes,Acipenseridae,Huso,US,AE,CN,,849354.0,caviar,g,T,C
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BL,IT,PG,,5.0,leather products (small),,T,W
2016,II,Acanthastrea bowerbanki,Anthozoa,Scleractinia,Mussidae,Acanthastrea,DE,AU,,3.0,,live,,T,W
2016,II,Euphorbia labatii,,Euphorbiales,Euphorbiaceae,Euphorbia,JP,MG,,,380.0,live,,T,A
2016,II,Milvus milvus,Aves,Falconiformes,Accipitridae,Milvus,TW,BE,DE,,2.0,live,,T,C
2016,II,Ranitomeya ventrimaculata,Amphibia,Anura,Dendrobatidae,Ranitomeya,TW,NL,,,16.0,live,,T,C
2016,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,NO,SE,,1.0,1.0,live,,P,C
2016,II,Tubastraea spp.,Anthozoa,Scleractinia,Dendrophylliidae,Tubastraea,MY,ID,,,6.0,live,,T,F
2016,II,Scleractinia spp.,Anthozoa,Scleractinia,,,BR,ID,,,4842.0,raw corals,,T,W
2016,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,IT,ID,,151.0,624.0,live,,T,W
2016,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,GB,NI,,150.0,1100.0,live,,T,C
2016,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,QA,CH,ID,12.0,,leather products (small),,T,W
2016,II,Calanthe hybrid,,Orchidales,Orchidaceae,Calanthe,DE,CN,,,20.0,live,,T,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MY,HK,US,268.0,388.0,leather products (small),,T,W
2016,II,Leptailurus serval,Mammalia,Carnivora,Felidae,Leptailurus,CN,NL,,2.0,2.0,live,,T,C
2016,II,Laelia sincorana,,Orchidales,Orchidaceae,Laelia,JP,AR,,25.0,,live,,T,A
2016,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,17.0,,ivory carvings,,Q,O
2016,II,Hatiora salicornioides,,Caryophyllales,Cactaceae,Hatiora,BA,NL,,,26.0,live,,,A
2016,II,Ornithoptera aesacus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,MY,ID,,,4.0,bodies,,T,F
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,VN,JP,MY,,305.0,skins,,T,W
2016,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG,IT,CO,,59.0,leather products (small),,T,C
2016,II,Cleistocactus spp.,,Caryophyllales,Cactaceae,Cleistocactus,MO,NL,,3.0,,live,,T,A
2016,II,Leptailurus serval,Mammalia,Carnivora,Felidae,Leptailurus,NP,NL,,,3.0,live,,T,C
2016,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,TW,DE,AR,,10.0,leather products (small),,T,W
2016,II,Coelogyne fimbriata,,Orchidales,Orchidaceae,Coelogyne,DE,EC,,22.0,,live,,T,A
2016,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,US,ID,,139.0,400.0,live,,T,F
2016,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,SG,XX,1.0,,leather products (small),,P,I
2016,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,CL,,63.0,,specimens,,S,W
2016,II,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,OM,ZA,,40.0,,live,,T,C
2016,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZM,,,1.0,live,,P,C
2016,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,LB,KW,ZA,,4.0,live,,P,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,SG,MZ,,691.0,skins,,T,R
2016,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,AU,CN,,,11.83,caviar,kg,T,C
2016,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,US,CZ,,,1.0,live,,T,D
2016,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CO,GB,CO,,22.0,leather products (small),,T,C
2016,II,Pocillopora spp.,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,FR,TO,,150.0,,live,,T,W
2016,II,Echinocereus coccineus,,Caryophyllales,Cactaceae,Echinocereus,IQ,NL,,,10.0,live,,,A
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,KH,IT,VN,,2.0,leather products (small),,T,C
2016,II,Lockhartia amoena,,Orchidales,Orchidaceae,Lockhartia,DE,CO,,4.0,,live,,T,A
2016,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,,ZW,,,15.0,leather products (small),,T,W
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AL,FR,IT,,0.00035,cosmetics,kg,T,C
2016,II,Plerogyra turbida,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,MA,ID,,,11.0,live,,T,W
2016,II,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,DE,ID,,1178.0,1848.0,live,,T,W
2016,II,Dionaea muscipula,,Nepenthales,Droseraceae,Dionaea,SE,US,,,50.0,extract,mg,T,A
2016,II,Cynarina spp.,Anthozoa,Scleractinia,Mussidae,Cynarina,US,AU,,1.0,,live,,T,W
2016,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,CA,MN,,,2.0,trophies,,H,W
2016,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,AE,AT,AT,,4.0,live,,P,C
2016,I,Lemur catta,Mammalia,Primates,Lemuridae,Lemur,CN,CZ,,2.0,7.0,live,,T,C
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,NL,VN,,39.0,leather products (small),,T,C
2016,II,Rhipsalis mesembryanthemoides,,Caryophyllales,Cactaceae,Rhipsalis,RE,NL,,,173.0,live,,,A
2016,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,ID,,,422.0,live,,T,W
2016,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,AD,FR,BG,,0.05,caviar,kg,T,C
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,RU,IT,VN,,1504.0,leather products (small),,T,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,SG,FR,VN,,1.0,garments,,T,C
2016,II,Cyclamen cilicium,,Primulales,Primulaceae,Cyclamen,NL,TR,,7200.0,96892.0,roots,,T,A
2016,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,US,ID,,7005.0,24305.0,live,,T,F
2016,II,Oncidium gloriosum,,Orchidales,Orchidaceae,Oncidium,FR,EC,,2.0,,live,,T,A
2016,II,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,US,GY,,4.0,,specimens,,S,W
2016,II,Euphyllia yaeyamaensis,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,BR,US,ID,,7.0,live,,T,W
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XX,FR,VN,,6.0,garments,,T,C
2016,II,Cebus libidinosus,Mammalia,Primates,Cebidae,Cebus,UA,DE,,,26.0,live,,Z,C
2016,II,Ferocactus latispinus,,Caryophyllales,Cactaceae,Ferocactus,DE,TH,,1.0,,live,,P,A
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HK,BE,US,,269.0,leather products (small),,,
2016,II,Aratinga jandaya,Aves,Psittaciformes,Psittacidae,Aratinga,JP,SG,,15.0,15.0,live,,T,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,SM,VN,1.0,1.0,leather products (small),,T,C
2016,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,CN,IT,BO,,18.0,leather products (large),,P,W
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MX,CN,,,40.0,caviar,kg,T,C
2016,II,Tayassu pecari,Mammalia,Artiodactyla,Tayassuidae,Tayassu,IT,PE,,1806.0,1639.0,skins,,T,W
2016,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,CZ,DE,5.0,5.0,live,,T,C
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,BE,MV,,4.0,,live,,Z,W
2016,II,Leiopython albertisii,Reptilia,Serpentes,Pythonidae,Leiopython,KR,ID,,,5.0,live,,T,C
2016,I,Capricornis sumatraensis,Mammalia,Artiodactyla,Bovidae,Capricornis,US,LA,,1.0,,skulls,,P,I
2016,II,Bulbophyllum graveolens,,Orchidales,Orchidaceae,Bulbophyllum,AF,TH,,5.0,,live,,T,A
2016,II,Leptotes tenuis,,Orchidales,Orchidaceae,Leptotes,CH,FR,DE,,1.0,cultures,kg,T,A
2016,II,Habenaria spp.,,Orchidales,Orchidaceae,Habenaria,BE,TH,,30.0,,live,,T,A
2016,II,Lonchura oryzivora,Aves,Passeriformes,Estrildidae,Lonchura,JP,BE,,80.0,80.0,live,,T,C
2016,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,HU,,,,1.0,skins,,P,W
2016,II,Euphorbia angustiflora,,Euphorbiales,Euphorbiaceae,Euphorbia,TH,CZ,,,3.0,live,,T,A
2016,II,Phoenicopterus ruber,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,KR,JP,,,4.0,live,,Z,F
2016,II,Euphorbia obesa,,Euphorbiales,Euphorbiaceae,Euphorbia,KR,NL,,,1808.0,live,,,A
2016,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,ES,XX,,1.0,ivory carvings,,Q,W
2016,II,Opuntia velutina,,Caryophyllales,Cactaceae,Opuntia,NO,NL,,,65.0,live,,,A
2016,II,Turbinaria peltata,Anthozoa,Scleractinia,Dendrophylliidae,Turbinaria,PK,ID,,,19.0,live,,T,W
2016,II,Bulbophyllum frostii,,Orchidales,Orchidaceae,Bulbophyllum,DE,TW,,30.0,,live,,T,A
2016,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,1.0,,ivory carvings,,P,I
2016,II,Paradisaea rubra,Aves,Passeriformes,Paradisaeidae,Paradisaea,DE,QA,,3.0,12.0,live,,B,F
2016,II,Melocactus matanzanus,,Caryophyllales,Cactaceae,Melocactus,IQ,NL,,,27.0,live,,,A
2016,II,Goodyera viridiflora,,Orchidales,Orchidaceae,Goodyera,JP,PH,,5.0,5.0,live,,T,A
2016,II,Isabelia spp.,,Orchidales,Orchidaceae,Isabelia,DE,BR,,197.0,,live,,T,A
2016,II,Bulbophyllum blepharistes,,Orchidales,Orchidaceae,Bulbophyllum,HK,LA,,6.0,,leaves,,S,A
2016,II,Varanus timorensis,Reptilia,Sauria,Varanidae,Varanus,US,ID,,477.0,688.0,live,,T,C
2016,I,Paphiopedilum hybrid,,Orchidales,Orchidaceae,Paphiopedilum,CW,NL,,,30.0,live,,,A
2016,II,Mycedium elephantotus,Anthozoa,Scleractinia,Pectiniidae,Mycedium,FR,TO,,150.0,,live,,T,W
2016,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,TW,IT,ML,,1.0,leather products (large),,P,W
2016,II,Euphorbia pseudocactus,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,NL,,,2.0,live,,,A
2016,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,ES,US,,,1.0,trophies,,H,W
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,KW,PH,,,10.0,live,,B,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,SG,MO,ID,,2.0,leather products (small),,T,W
2016,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CH,FR,XX,,1.0,ivory carvings,,Q,O
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,ZM,2.0,,jewellery,,T,R
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,EE,US,,1.0,leather products (small),,T,W
